UNITID,EFYTOTLT2011,EFYTOTLT2010
131159,6023,2513
131283,7536,2254
131283,3751,259
131283,3785,13444
131308,1037,7801
131308,762,5643
131308,275,14164
131399,12440,7705
131399,11995,6459
131399,445,7288
131405,92,3621
131405,92,3667
131450,1727,939
131450,1222,701
131450,505,238
131469,29887,11902
131469,11503,11457
131469,18384,445
131496,20320,101
131496,9695,101
131496,10625,1522
131520,11115,1105
131520,7496,417
131520,3619,29976
131742,2633,11896
131742,2633,18080
131803,3492,19679
131803,2579,9410
131803,913,10269
131830,46,11037
131830,46,7405
131876,2771,3632
131876,1860,127
131876,911,127
131973,763,1982
131973,763,1982
132268,1574,3768
132268,1574,2811
132338,3990,957
132338,3990,32
132374,3318,32
132374,3318,2588
132408,768,1713
132408,740,875
132408,28,781
132471,11200,781
132471,5930,1596
132471,5270,1596
132523,53,4329
132523,53,4329
132602,3822,1726
132602,3785,1726
132602,37,758
132657,2589,758
132657,1937,9539
132657,652,5154
132666,190,4385
132666,190,52
132675,296,52
132675,296,3831
132693,25283,3791
132693,25283,40
132709,60085,2582
132709,60085,1981
132806,798,601
132806,798,265
132842,1373,265
132842,457,346
132842,916,346
132851,12325,24933
132851,12325,24933
132879,376,56337
132879,376,56337
132903,66273,738
132903,55378,738
132903,10895,1334
132976,491,479
132976,491,855
133021,2963,11716
133021,2963,11716
133085,628,307
133085,611,307
133085,17,63153
133155,1035,52523
133155,1035,10630
133386,25231,607
133386,25231,607
133465,1744,3078
133465,1632,3078
133465,112,617
133492,2800,606
133492,2800,11
133508,24097,816
133508,24097,816
133526,903,24277
133526,903,24277
133553,5639,1426
133553,4956,1353
133553,683,73
133650,14702,2858
133650,12461,2858
133650,2241,22708
133669,36164,22708
133669,29230,943
133669,6934,943
133702,49670,5489
133702,49670,4888
133711,2962,601
133711,2962,13642
133809,497,11307
133809,497,2335
133845,655,35521
133845,655,28634
133854,634,6887
133854,634,47474
133863,607,47474
133863,607,2941
133872,3527,2941
133872,3459,499
133872,68,499
133881,14649,980
133881,9641,980
133881,5008,688
133942,87,688
133942,87,750
133951,56288,750
133951,44972,3574
133951,11316,3509
133960,2183,65
133960,2183,14041
133979,2273,9347
133979,2201,4694
133979,72,104
133997,9445,104
133997,9445,51792
134024,270,41138
134024,270,10654
134079,3398,2512
134079,3192,2512
134079,206,2287
134097,45876,2189
134097,35191,98
134097,10685,8814
134112,3616,8814
134112,3616,201
134121,331,201
134121,331,2927
134130,58082,2743
134130,36637,184
134130,21445,45160
134149,2820,34215
134149,2269,10945
134149,551,2761
134228,42,2761
134228,42,316
134237,23871,316
134237,20529,58626
134237,3342,37656
134291,1218,20970
134291,1218,3403
134307,1471,2939
134307,1471,464
134343,10716,42
134343,10716,42
134422,157,15844
134422,157,13022
134495,40213,2822
134495,40213,1301
134510,120,1301
134510,120,1245
134529,374,1245
134529,374,10909
134574,351,10909
134574,351,117
134608,26197,117
134608,26197,39339
134680,1956,39339
134680,1949,121
134680,7,121
134714,440,228
134714,440,228
134811,5659,231
134811,5535,231
134811,124,26433
134875,2217,26433
134875,2217,2242
134909,1456,2223
134909,1456,19
134945,5627,492
134945,4941,492
134945,686,5358
135063,1022,5229
135063,1022,129
135081,30432,1485
135081,29495,1485
135081,937,1498
135124,1444,1498
135124,1444,4888
135142,645,4350
135142,645,538
135160,4575,1055
135160,4575,1055
135179,1148,29222
135179,1148,28504
135188,6736,718
135188,6736,1578
135267,1354,1578
135267,1354,649
135276,1838,649
135276,1838,4586
135294,1654,4586
135294,1654,864
135337,349,864
135337,349,6585
135364,1628,6585
135364,559,1333
135364,1069,1333
135391,17404,1895
135391,17404,1895
135407,1807,1743
135407,1807,1743
135416,1058,391
135416,1058,391
135434,1050,1424
135434,1050,484
135522,835,940
135522,835,18306
135610,427,18306
135610,278,2029
135610,149,2029
135647,2161,1163
135647,2161,1163
135717,99232,1086
135717,99232,1086
135726,17797,778
135726,11674,778
135726,6123,423
135735,2483,281
135735,2483,142
135771,1310,2166
135771,1310,2166
135939,406,95166
135939,406,95166
135957,1669,17708
135957,1669,11688
136011,1514,6020
136011,1514,3097
136048,218,3097
136048,218,1282
136066,4194,1282
136066,4194,572
136075,615,572
136075,615,2293
136109,306,2293
136109,306,2208
136145,1924,2208
136145,1924,201
136172,18950,201
136172,16539,4207
136172,2411,4207
136206,782,475
136206,741,475
136206,41,248
136215,39245,248
136215,7777,1745
136215,31468,1745
136233,11803,19581
136233,11803,17128
136251,113,2453
136251,113,820
136288,2191,820
136288,2104,37197
136288,87,7235
136303,1103,29962
136303,1103,11530
136330,4040,11530
136330,3111,111
136330,929,111
136358,43530,3088
136358,43530,2978
136400,15065,110
136400,15065,1269
136473,17485,1269
136473,17485,3599
136491,1948,2673
136491,1948,926
136516,15150,42439
136516,15150,42439
136659,390,14065
136659,390,14065
136701,95,17132
136701,95,17132
136738,1997,2053
136738,1997,2053
136747,2210,14196
136747,2210,14196
136765,940,379
136765,940,379
136774,1383,79
136774,1383,79
136783,79,1989
136783,79,1989
136826,1587,2389
136826,1587,2389
136950,3634,1001
136950,2794,1001
136950,840,1335
137023,1155,1335
137023,1155,92
137032,26033,92
137032,21608,1981
137032,4425,1981
137078,43534,3711
137078,43534,2830
137087,1930,881
137087,1930,1298
137096,21793,1298
137096,21793,22295
137120,1321,18667
137120,1321,3628
137148,2498,40856
137148,213,40856
137148,2285,2110
137209,26884,2110
137209,26884,21030
137245,3337,21030
137245,3337,1110
137272,69,1110
137272,51,2691
137272,18,149
137281,9676,2542
137281,9676,24665
137315,4351,24665
137315,4351,2978
137351,47862,2978
137351,35840,78
137351,12022,62
137476,5000,16
137476,3189,9211
137476,1811,9211
137537,329,4328
137537,329,4328
137546,4086,47737
137546,2237,35498
137546,1849,12239
137564,3144,4427
137564,2796,2661
137564,348,1766
137591,475,394
137591,475,394
137713,237,4136
137713,237,2231
137759,21176,1905
137759,21176,3322
137777,57,2919
137777,43,403
137777,14,467
137801,2600,467
137801,2544,273
137801,56,273
137810,1342,20708
137810,1305,20708
137810,37,55
137847,7412,33
137847,6408,22
137847,1004,3408
137856,380,3359
137856,380,49
137865,901,2037
137865,901,1994
137892,1436,43
137892,1436,7188
137953,252,6163
137953,246,1025
137953,6,430
137962,235,430
137962,235,784
138132,153,784
138132,153,1428
138187,59259,1428
138187,59259,295
138275,1378,272
138275,1179,23
138275,199,231
138284,943,231
138284,943,138
138293,864,138
138293,774,55545
138293,90,55545
138309,8878,1288
138309,8878,1128
138354,14670,160
138354,11771,1393
138354,2899,1393
138372,1141,865
138372,1141,778
138479,1822,87
138479,1822,7307
138488,909,7307
138488,909,14100
138497,648,11433
138497,648,2667
138558,3989,1423
138558,3989,1423
138594,5317,2048
138594,5317,2048
138600,1021,1025
138600,996,1025
138600,25,553
138655,517,553
138655,517,4102
138664,36,4102
138664,36,3317
138682,7029,3317
138682,7029,978
138691,8506,932
138691,8506,46
138716,5348,413
138716,4723,413
138716,625,73
138761,387,73
138761,387,6442
138789,9297,6442
138789,8250,8402
138789,1047,8402
138813,5830,5190
138813,5830,4587
138822,1270,603
138822,1270,388
138840,8239,388
138840,8239,8930
138868,1352,7382
138868,1352,1548
138901,4661,5677
138901,4661,5677
138929,631,1524
138929,631,1524
138938,474,7966
138938,474,7966
138947,4301,1121
138947,3561,1121
138947,740,4021
138956,7624,4021
138956,7624,558
138983,8460,558
138983,7032,373
138983,1428,373
139010,5427,4293
139010,5427,3533
139074,1197,760
139074,1197,7679
139092,123,7679
139092,123,8810
139144,2220,7119
139144,2002,1691
139144,218,5223
139153,845,5223
139153,640,1846
139153,205,1846
139199,3480,145
139199,2230,145
139199,1250,2068
139205,1156,1839
139205,1156,229
139214,371,1011
139214,371,792
139250,4560,219
139250,4560,3507
139278,12507,2299
139278,12507,1208
139287,285,1485
139287,285,1485
139311,8693,370
139311,8365,370
139311,328,4255
139348,397,4255
139348,397,11884
139357,6889,11884
139357,6889,309
139366,10321,309
139366,8693,8599
139366,1628,8345
139384,10411,254
139384,10411,421
139393,1356,421
139393,1293,6787
139393,63,6787
139463,7328,10252
139463,7328,8606
139506,309,1646
139506,309,9794
139533,7245,9794
139533,7245,1523
139579,2504,1460
139579,1644,63
139579,860,7154
139621,4067,7154
139621,4067,326
139630,855,326
139630,855,10049
139658,14751,7426
139658,7735,2623
139658,7016,27873
139700,7269,25245
139700,7269,2628
139719,4351,3716
139719,4048,3716
139719,303,786
139746,109,786
139746,109,14164
139755,23017,7412
139755,15175,6752
139755,7842,7135
139764,3832,7135
139764,3422,4241
139764,410,4010
139773,11565,231
139773,11565,84
139861,7723,84
139861,6295,22395
139861,1428,14790
139904,2227,7605
139904,2227,3677
139931,23026,3201
139931,19599,476
139931,3427,11438
139940,37712,11438
139940,27824,7768
139940,9888,6314
139959,38822,1454
139959,28891,1886
139959,9931,1886
139968,6430,22306
139968,6430,18900
139986,9892,3406
139986,9892,36939
139995,320,26931
139995,320,10008
140003,775,39168
140003,775,29082
140012,11010,10086
140012,11010,5798
140085,7666,5798
140085,7666,10161
140146,470,10161
140146,470,257
140164,28407,257
140164,25834,777
140164,2573,777
140234,1129,10683
140234,898,10683
140234,231,2973
140243,6921,2973
140243,6921,7180
140252,2874,7180
140252,1050,461
140252,1824,461
140304,12199,27463
140304,12199,24557
140322,8442,2906
140322,8442,1222
140331,20402,955
140331,20402,267
140340,941,6850
140340,941,6850
140401,2646,2708
140401,560,793
140401,2086,1915
140447,9530,11648
140447,5119,11648
140447,4411,8897
140483,4563,8897
140483,4563,19581
140553,2721,19581
140553,2721,959
140562,329,959
140562,329,2720
140599,4164,625
140599,4164,2095
140669,6914,9366
140669,6222,5169
140669,692,4197
140678,4296,4696
140678,4296,4696
140696,1330,2840
140696,1248,2840
140696,82,330
140720,1064,330
140720,1064,4088
140818,3113,4088
140818,1345,6680
140818,1768,5831
140827,144,849
140827,144,4444
140872,1466,4444
140872,1347,1296
140872,119,1202
140942,9750,94
140942,9750,102
140951,11379,102
140951,9027,1148
140951,2352,1148
140960,4700,3205
140960,4548,1385
140960,152,1820
140988,1975,158
140988,1940,158
140988,35,2624
140997,2867,2480
140997,2867,144
141006,4407,9637
141006,4407,9637
141015,371,10945
141015,371,8752
141060,2228,2193
141060,2228,4412
141097,6678,4250
141097,5699,162
141097,979,1463
141158,2671,1463
141158,2671,2629
141167,1383,2629
141167,1101,4302
141167,282,4302
141185,837,368
141185,837,368
141237,848,2279
141237,848,2279
141255,9008,6299
141255,9008,5388
141264,15095,911
141264,12295,2737
141264,2800,2737
141307,1740,1285
141307,1740,1049
141325,814,236
141325,732,880
141325,82,880
141334,13314,578
141334,11189,578
141334,2125,9148
141361,862,9148
141361,862,14481
141468,3128,11621
141468,3128,2860
141486,3815,1709
141486,2776,1709
141486,1039,840
141565,4788,733
141565,4114,107
141565,674,13713
141574,23854,11133
141574,16468,2580
141574,7386,764
141608,168,764
141608,168,2559
141644,10331,2559
141644,8697,3818
141644,1634,2791
141680,6519,1027
141680,6519,4847
141796,13304,4197
141796,13304,650
141802,1787,24967
141802,1787,17046
141811,10697,7921
141811,10697,155
141839,5773,155
141839,5773,10184
141848,288,8655
141848,288,1529
141936,55,6607
141936,55,6607
141945,244,13292
141945,244,13292
141981,1811,1758
141981,1811,1758
141990,3705,10502
141990,3705,10502
142054,1083,5649
142054,1083,5649
142090,202,238
142090,202,238
142115,29520,50
142115,22520,50
142115,7000,246
142179,1420,246
142179,1420,1652
142276,18620,1652
142276,15414,3355
142276,3206,3355
142285,15087,1308
142285,10962,1308
142285,4125,187
142294,1074,187
142294,1048,27462
142294,26,21336
142328,5816,6126
142328,5816,1607
142337,913,1607
142337,913,19929
142407,70,16333
142407,70,3596
142416,35,16537
142416,35,11298
142443,8675,5239
142443,8675,1067
142461,2561,1048
142461,1599,19
142461,962,5336
142489,113,5336
142489,113,1050
142522,24584,1050
142522,24584,72
142559,13727,72
142559,13727,43
142832,988,43
142832,988,7611
142869,44,7611
142869,44,2386
142878,74,1578
142878,74,808
142887,511,116
142887,511,116
143048,3599,21026
143048,2799,21026
143048,800,13183
143075,698,13183
143075,698,729
143084,2692,729
143084,2692,62
143118,8004,62
143118,2956,37
143118,5048,37
143181,80,448
143181,80,448
143215,24685,3314
143215,24685,2562
143233,82,752
143233,82,622
143279,13098,622
143279,13098,2474
143288,624,2474
143288,624,8925
143297,289,2743
143297,265,6182
143297,24,72
143303,20,72
143303,20,26077
143358,6206,26077
143358,5273,69
143358,933,69
143376,547,13397
143376,547,13397
143464,201,625
143464,201,625
143473,91,234
143473,91,224
143482,80,10
143482,80,20
143491,140,20
143491,140,6240
143516,109,5285
143516,109,955
143534,142,259
143534,142,259
143543,201,197
143543,201,197
143552,166,90
143552,166,90
143613,4843,140
143613,4843,140
143659,541,185
143659,541,185
143695,69,129
143695,69,129
143853,2239,164
143853,2239,164
143978,3425,204
143978,3425,204
144005,8981,192
144005,6768,192
144005,2213,4757
144014,248,4757
144014,248,533
144050,17645,533
144050,5402,61
144050,12243,61
144157,10320,2215
144157,10320,2215
144166,13065,3062
144166,13065,3062
144175,7791,8927
144175,7791,6521
144184,20587,2406
144184,20587,242
144193,14819,242
144193,14819,15965
144209,16512,5218
144209,16512,10747
144218,19590,12224
144218,19590,12224
144281,13173,14653
144281,12566,14653
144281,607,8360
144351,6513,8360
144351,1463,21558
144351,5050,21558
144467,1860,15773
144467,1860,15773
144485,1811,15672
144485,1811,15672
144564,9418,19938
144564,9418,19938
144573,94,13377
144573,94,12773
144616,54,604
144616,54,6352
144740,29862,1348
144740,18654,5004
144740,11208,1677
144759,44709,1677
144759,44418,1869
144759,291,1869
144795,196,9230
144795,196,9230
144865,48128,83
144865,48128,83
144883,1223,45
144883,1223,45
144892,13376,29326
144892,10976,19055
144892,2400,10271
144944,19357,53338
144944,19357,40749
144962,3758,12589
144962,3444,279
144962,314,279
144971,832,50336
144971,832,50336
145099,256,1449
145099,256,1449
145239,497,12426
145239,497,10265
145275,428,2161
145275,428,19162
145309,71,19162
145309,71,3634
145336,7440,3336
145336,3894,298
145336,3546,843
145354,81,843
145354,81,208
145372,2027,208
145372,1594,595
145372,433,595
145406,410,418
145406,410,418
145424,136,67
145424,136,67
145433,159,7649
145433,159,3721
145460,1390,3928
145460,1253,76
145460,137,76
145497,560,2027
145497,550,1568
145497,10,459
145521,3972,469
145521,3972,469
145558,1939,172
145558,1939,172
145600,31221,185
145600,18583,185
145600,12638,1563
145619,10152,1557
145619,4828,6
145619,5324,498
145628,640,482
145628,640,16
